method,search_mode,abort_check_stride,schedule,panel_width,family,n,seed,input_fingerprint,repetition,tau,window,status,factor_wall_ms,factor_cuda_ms,reconstruction_kind,reconstruction_residual,growth_factor,max_multiplier,nonfinite_count,row_swaps,column_swaps,dp_lookahead_accepts,dp_fallbacks,gp_near_ties,gp_second_choices,scap_current,scap_middle,scap_last,rp_iterations,rp_failures,pivot_digest,_source
RP,fused_device,0,blocked_panel_local,64,uniform,2048,20260825,db0e80a4b6e8e201,1,1.00999999,6,completed,78.354357,78.3544311523,sampled_fp64_32x32,0.0685914100585,32.3125,1,0,2036,552,0,0,0,0,0,0,0,2649,0,448f8c53a662bc5e,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,64,uniform,2048,20260825,db0e80a4b6e8e201,2,1.00999999,6,completed,78.081901,78.0820465088,sampled_fp64_32x32,0.0685914100585,32.3125,1,0,2036,552,0,0,0,0,0,0,0,2649,0,448f8c53a662bc5e,search_cost_runs.csv
CP,host,0,blocked_panel_local,64,uniform,2048,20260825,db0e80a4b6e8e201,0,1.00999999,6,completed,6196.088238,6196.12060547,sampled_fp64_32x32,0.0407754515763,28.828125,1,0,2041,1891,0,0,0,0,0,0,0,0,0,140e322395d44c94,search_cost_runs.csv
CP,host,0,blocked_panel_local,64,uniform,2048,20260825,db0e80a4b6e8e201,1,1.00999999,6,completed,6142.462322,6142.49267578,sampled_fp64_32x32,0.0407754515763,28.828125,1,0,2041,1891,0,0,0,0,0,0,0,0,0,140e322395d44c94,search_cost_runs.csv
CP,host,0,blocked_panel_local,64,uniform,2048,20260825,db0e80a4b6e8e201,2,1.00999999,6,completed,6162.211212,6162.24072266,sampled_fp64_32x32,0.0407754515763,28.828125,1,0,2041,1891,0,0,0,0,0,0,0,0,0,140e322395d44c94,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,64,uniform,2048,20260825,db0e80a4b6e8e201,0,1.00999999,6,completed,84.315014,84.3151702881,sampled_fp64_32x32,0.0407754515763,28.828125,1,0,2041,1891,0,0,0,0,0,0,0,0,0,140e322395d44c94,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,64,uniform,2048,20260825,db0e80a4b6e8e201,1,1.00999999,6,completed,77.094637,77.0959396362,sampled_fp64_32x32,0.0407754515763,28.828125,1,0,2041,1891,0,0,0,0,0,0,0,0,0,140e322395d44c94,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,64,uniform,2048,20260825,db0e80a4b6e8e201,2,1.00999999,6,completed,76.423436,76.4241943359,sampled_fp64_32x32,0.0407754515763,28.828125,1,0,2041,1891,0,0,0,0,0,0,0,0,0,140e322395d44c94,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,64,uniform,2048,20260825,db0e80a4b6e8e201,0,1.00999999,6,completed,213.644468,213.644485474,sampled_fp64_32x32,0.0744950968074,45.84375,1.0009765625,0,2034,0,0,0,0,0,0,0,0,0,0,c82f8684b24024fd,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,64,uniform,2048,20260825,db0e80a4b6e8e201,1,1.00999999,6,completed,189.215653,189.21661377,sampled_fp64_32x32,0.0744950968074,45.84375,1.0009765625,0,2034,0,0,0,0,0,0,0,0,0,0,c82f8684b24024fd,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,64,uniform,2048,20260825,db0e80a4b6e8e201,2,1.00999999,6,completed,189.420479,189.420089722,sampled_fp64_32x32,0.0744950968074,45.84375,1.0009765625,0,2034,0,0,0,0,0,0,0,0,0,0,c82f8684b24024fd,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,64,uniform,2048,20260825,db0e80a4b6e8e201,0,1.00999999,6,completed,78.676623,78.6780166626,sampled_fp64_32x32,0.0744950968074,45.84375,1.0009765625,0,2034,0,0,0,0,0,0,0,0,0,0,c82f8684b24024fd,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,64,uniform,2048,20260825,db0e80a4b6e8e201,1,1.00999999,6,completed,78.814779,78.8152313232,sampled_fp64_32x32,0.0744950968074,45.84375,1.0009765625,0,2034,0,0,0,0,0,0,0,0,0,0,c82f8684b24024fd,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,64,uniform,2048,20260825,db0e80a4b6e8e201,2,1.00999999,6,completed,78.665919,78.6667556763,sampled_fp64_32x32,0.0744950968074,45.84375,1.0009765625,0,2034,0,0,0,0,0,0,0,0,0,0,c82f8684b24024fd,search_cost_runs.csv
PP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,0,1.00999999,6,completed,496.005897,496.007751465,sampled_fp64_32x32,0.119892419316,57.3125,1,0,4090,0,0,0,0,0,0,0,0,0,0,0ccf600538ef5f63,search_cost_runs.csv
PP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,1,1.00999999,6,completed,497.037525,497.039154053,sampled_fp64_32x32,0.119892419316,57.3125,1,0,4090,0,0,0,0,0,0,0,0,0,0,0ccf600538ef5f63,search_cost_runs.csv
PP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,2,1.00999999,6,completed,496.678897,496.680633545,sampled_fp64_32x32,0.119892419316,57.3125,1,0,4090,0,0,0,0,0,0,0,0,0,0,0ccf600538ef5f63,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,0,1.00999999,6,completed,284.117314,284.119049072,sampled_fp64_32x32,0.119892419316,57.3125,1,0,4090,0,0,0,0,0,0,0,0,0,0,0ccf600538ef5f63,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,1,1.00999999,6,completed,283.834087,283.835388184,sampled_fp64_32x32,0.119892419316,57.3125,1,0,4090,0,0,0,0,0,0,0,0,0,0,0ccf600538ef5f63,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,2,1.00999999,6,completed,283.64697,283.648010254,sampled_fp64_32x32,0.119892419316,57.3125,1,0,4090,0,0,0,0,0,0,0,0,0,0,0ccf600538ef5f63,search_cost_runs.csv
DP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,0,1.00999999,6,completed,517.137374,517.139587402,sampled_fp64_32x32,0.121901884966,57.03125,0.99951171875,0,4088,524,524,10,0,0,0,0,0,0,0,962a8f18b6e9b427,search_cost_runs.csv
DP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,1,1.00999999,6,completed,518.647223,518.648986816,sampled_fp64_32x32,0.121901884966,57.03125,0.99951171875,0,4088,524,524,10,0,0,0,0,0,0,0,962a8f18b6e9b427,search_cost_runs.csv
DP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,2,1.00999999,6,completed,518.205414,518.207336426,sampled_fp64_32x32,0.121901884966,57.03125,0.99951171875,0,4088,524,524,10,0,0,0,0,0,0,0,962a8f18b6e9b427,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,0,1.00999999,6,completed,297.831033,297.833465576,sampled_fp64_32x32,0.121901884966,57.03125,0.99951171875,0,4088,524,524,10,0,0,0,0,0,0,0,962a8f18b6e9b427,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,1,1.00999999,6,completed,298.153265,298.154998779,sampled_fp64_32x32,0.121901884966,57.03125,0.99951171875,0,4088,524,524,10,0,0,0,0,0,0,0,962a8f18b6e9b427,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,2,1.00999999,6,completed,297.776442,297.776123047,sampled_fp64_32x32,0.121901884966,57.03125,0.99951171875,0,4088,524,524,10,0,0,0,0,0,0,0,962a8f18b6e9b427,search_cost_runs.csv
GP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,0,1.00999999,6,completed,515.206479,515.209350586,sampled_fp64_32x32,0.112500984719,55.84375,1.009765625,0,4090,0,0,0,474,221,0,0,0,0,0,9daaf914499c42ce,search_cost_runs.csv
GP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,1,1.00999999,6,completed,516.88881,516.890563965,sampled_fp64_32x32,0.112500984719,55.84375,1.009765625,0,4090,0,0,0,474,221,0,0,0,0,0,9daaf914499c42ce,search_cost_runs.csv
GP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,2,1.00999999,6,completed,516.394387,516.396240234,sampled_fp64_32x32,0.112500984719,55.84375,1.009765625,0,4090,0,0,0,474,221,0,0,0,0,0,9daaf914499c42ce,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,0,1.00999999,6,completed,295.050723,295.052276611,sampled_fp64_32x32,0.112500984719,55.84375,1.009765625,0,4090,0,0,0,474,221,0,0,0,0,0,9daaf914499c42ce,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,1,1.00999999,6,completed,295.073295,295.074829102,sampled_fp64_32x32,0.112500984719,55.84375,1.009765625,0,4090,0,0,0,474,221,0,0,0,0,0,9daaf914499c42ce,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,2,1.00999999,6,completed,294.799298,294.799346924,sampled_fp64_32x32,0.112500984719,55.84375,1.009765625,0,4090,0,0,0,474,221,0,0,0,0,0,9daaf914499c42ce,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,0,1.00999999,6,completed,611.406062,611.409179688,sampled_fp64_32x32,0.114222709119,71,1,0,4084,2156,0,0,0,0,1939,1653,503,0,0,6f9405e03a5a5edf,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,1,1.00999999,6,completed,611.346356,611.348754883,sampled_fp64_32x32,0.114222709119,71,1,0,4084,2156,0,0,0,0,1939,1653,503,0,0,6f9405e03a5a5edf,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,2,1.00999999,6,completed,611.300227,611.30267334,sampled_fp64_32x32,0.114222709119,71,1,0,4084,2156,0,0,0,0,1939,1653,503,0,0,6f9405e03a5a5edf,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,0,1.00999999,6,completed,288.560702,288.563201904,sampled_fp64_32x32,0.114222709119,71,1,0,4084,2156,0,0,0,0,1939,1653,503,0,0,6f9405e03a5a5edf,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,1,1.00999999,6,completed,288.804376,288.805877686,sampled_fp64_32x32,0.114222709119,71,1,0,4084,2156,0,0,0,0,1939,1653,503,0,0,6f9405e03a5a5edf,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,2,1.00999999,6,completed,288.515327,288.515075684,sampled_fp64_32x32,0.114222709119,71,1,0,4084,2156,0,0,0,0,1939,1653,503,0,0,6f9405e03a5a5edf,search_cost_runs.csv
RP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,0,1.00999999,6,completed,548.601654,548.604309082,sampled_fp64_32x32,0.106429281994,48.375,1,0,4087,976,0,0,0,0,0,0,0,5148,0,25706a973689e155,search_cost_runs.csv
RP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,1,1.00999999,6,completed,550.057643,550.059265137,sampled_fp64_32x32,0.106429281994,48.375,1,0,4087,976,0,0,0,0,0,0,0,5148,0,25706a973689e155,search_cost_runs.csv
RP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,2,1.00999999,6,completed,548.344413,548.346984863,sampled_fp64_32x32,0.106429281994,48.375,1,0,4087,976,0,0,0,0,0,0,0,5148,0,25706a973689e155,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,0,1.00999999,6,completed,296.485723,296.487915039,sampled_fp64_32x32,0.106429281994,48.375,1,0,4087,976,0,0,0,0,0,0,0,5148,0,25706a973689e155,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,1,1.00999999,6,completed,297.712712,297.714691162,sampled_fp64_32x32,0.106429281994,48.375,1,0,4087,976,0,0,0,0,0,0,0,5148,0,25706a973689e155,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,2,1.00999999,6,completed,296.437518,296.437774658,sampled_fp64_32x32,0.106429281994,48.375,1,0,4087,976,0,0,0,0,0,0,0,5148,0,25706a973689e155,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,0,1.00999999,6,completed,290.871851,290.873352051,sampled_fp64_32x32,0.0939688358631,38.34375,1,0,4084,3782,0,0,0,0,0,0,0,0,0,e723dc7a63a428dd,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,1,1.00999999,6,completed,291.653644,291.656707764,sampled_fp64_32x32,0.0939688358631,38.34375,1,0,4084,3782,0,0,0,0,0,0,0,0,0,e723dc7a63a428dd,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,2,1.00999999,6,completed,290.970713,290.97164917,sampled_fp64_32x32,0.0939688358631,38.34375,1,0,4084,3782,0,0,0,0,0,0,0,0,0,e723dc7a63a428dd,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,0,1.00999999,6,completed,496.328075,496.330169678,sampled_fp64_32x32,0.108155423542,66.75,1.0009765625,0,4088,0,0,0,0,0,0,0,0,0,0,39e7bd1d9376eb5e,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,1,1.00999999,6,completed,495.27493,495.277648926,sampled_fp64_32x32,0.108155423542,66.75,1.0009765625,0,4088,0,0,0,0,0,0,0,0,0,0,39e7bd1d9376eb5e,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,2,1.00999999,6,completed,495.544786,495.547149658,sampled_fp64_32x32,0.108155423542,66.75,1.0009765625,0,4088,0,0,0,0,0,0,0,0,0,0,39e7bd1d9376eb5e,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,0,1.00999999,6,completed,301.860138,301.861877441,sampled_fp64_32x32,0.108155423542,66.75,1.0009765625,0,4088,0,0,0,0,0,0,0,0,0,0,39e7bd1d9376eb5e,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,1,1.00999999,6,completed,302.166339,302.168060303,sampled_fp64_32x32,0.108155423542,66.75,1.0009765625,0,4088,0,0,0,0,0,0,0,0,0,0,39e7bd1d9376eb5e,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,64,uniform,4096,20260823,3c57caaaf08f07a2,2,1.00999999,6,completed,302.403076,302.402557373,sampled_fp64_32x32,0.108155423542,66.75,1.0009765625,0,4088,0,0,0,0,0,0,0,0,0,0,39e7bd1d9376eb5e,search_cost_runs.csv
PP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,0,1.00999999,6,completed,497.154026,497.155883789,sampled_fp64_32x32,0.105516885989,65.4375,1,0,4087,0,0,0,0,0,0,0,0,0,0,012ab819ea2c89d5,search_cost_runs.csv
PP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,1,1.00999999,6,completed,497.85851,497.856811523,sampled_fp64_32x32,0.105516885989,65.4375,1,0,4087,0,0,0,0,0,0,0,0,0,0,012ab819ea2c89d5,search_cost_runs.csv
PP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,2,1.00999999,6,completed,496.465813,496.467803955,sampled_fp64_32x32,0.105516885989,65.4375,1,0,4087,0,0,0,0,0,0,0,0,0,0,012ab819ea2c89d5,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,0,1.00999999,6,completed,284.398212,284.399627686,sampled_fp64_32x32,0.105516885989,65.4375,1,0,4087,0,0,0,0,0,0,0,0,0,0,012ab819ea2c89d5,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,1,1.00999999,6,completed,284.791705,284.79385376,sampled_fp64_32x32,0.105516885989,65.4375,1,0,4087,0,0,0,0,0,0,0,0,0,0,012ab819ea2c89d5,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,2,1.00999999,6,completed,284.402177,284.401672363,sampled_fp64_32x32,0.105516885989,65.4375,1,0,4087,0,0,0,0,0,0,0,0,0,0,012ab819ea2c89d5,search_cost_runs.csv
DP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,0,1.00999999,6,completed,519.391725,519.395141602,sampled_fp64_32x32,0.120124180437,55.90625,1,0,4087,518,518,9,0,0,0,0,0,0,0,c939f09056565590,search_cost_runs.csv
DP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,1,1.00999999,6,completed,520.107397,520.109191895,sampled_fp64_32x32,0.120124180437,55.90625,1,0,4087,518,518,9,0,0,0,0,0,0,0,c939f09056565590,search_cost_runs.csv
DP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,2,1.00999999,6,completed,518.761299,518.76385498,sampled_fp64_32x32,0.120124180437,55.90625,1,0,4087,518,518,9,0,0,0,0,0,0,0,c939f09056565590,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,0,1.00999999,6,completed,298.836617,298.839050293,sampled_fp64_32x32,0.120124180437,55.90625,1,0,4087,518,518,9,0,0,0,0,0,0,0,c939f09056565590,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,1,1.00999999,6,completed,299.075267,299.077636719,sampled_fp64_32x32,0.120124180437,55.90625,1,0,4087,518,518,9,0,0,0,0,0,0,0,c939f09056565590,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,2,1.00999999,6,completed,298.863659,298.863616943,sampled_fp64_32x32,0.120124180437,55.90625,1,0,4087,518,518,9,0,0,0,0,0,0,0,c939f09056565590,search_cost_runs.csv
GP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,0,1.00999999,6,completed,509.903131,509.905395508,sampled_fp64_32x32,0.160534203169,62,1.009765625,0,4082,0,0,0,445,211,0,0,0,0,0,eaff36ed15169945,search_cost_runs.csv
GP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,1,1.00999999,6,completed,510.974759,510.976715088,sampled_fp64_32x32,0.160534203169,62,1.009765625,0,4082,0,0,0,445,211,0,0,0,0,0,eaff36ed15169945,search_cost_runs.csv
GP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,2,1.00999999,6,completed,510.032255,510.034332275,sampled_fp64_32x32,0.160534203169,62,1.009765625,0,4082,0,0,0,445,211,0,0,0,0,0,eaff36ed15169945,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,0,1.00999999,6,completed,294.32449,294.326263428,sampled_fp64_32x32,0.160534203169,62,1.009765625,0,4082,0,0,0,445,211,0,0,0,0,0,eaff36ed15169945,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,1,1.00999999,6,completed,294.53586,294.537200928,sampled_fp64_32x32,0.160534203169,62,1.009765625,0,4082,0,0,0,445,211,0,0,0,0,0,eaff36ed15169945,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,2,1.00999999,6,completed,294.25329,294.253570557,sampled_fp64_32x32,0.160534203169,62,1.009765625,0,4082,0,0,0,445,211,0,0,0,0,0,eaff36ed15169945,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,0,1.00999999,6,completed,612.470166,612.472473145,sampled_fp64_32x32,0.117014431919,46.875,1,0,4088,2175,0,0,0,0,1920,1673,502,0,0,d88a479594f3e274,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,1,1.00999999,6,completed,613.851888,613.854797363,sampled_fp64_32x32,0.117014431919,46.875,1,0,4088,2175,0,0,0,0,1920,1673,502,0,0,d88a479594f3e274,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,2,1.00999999,6,completed,613.245579,613.247741699,sampled_fp64_32x32,0.117014431919,46.875,1,0,4088,2175,0,0,0,0,1920,1673,502,0,0,d88a479594f3e274,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,0,1.00999999,6,completed,288.453748,288.455688477,sampled_fp64_32x32,0.117014431919,46.875,1,0,4088,2175,0,0,0,0,1920,1673,502,0,0,d88a479594f3e274,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,1,1.00999999,6,completed,288.774603,288.776184082,sampled_fp64_32x32,0.117014431919,46.875,1,0,4088,2175,0,0,0,0,1920,1673,502,0,0,d88a479594f3e274,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,2,1.00999999,6,completed,288.436455,288.436218262,sampled_fp64_32x32,0.117014431919,46.875,1,0,4088,2175,0,0,0,0,1920,1673,502,0,0,d88a479594f3e274,search_cost_runs.csv
RP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,0,1.00999999,6,completed,552.179228,552.182189941,sampled_fp64_32x32,0.132767545641,50.8125,1,0,4084,949,0,0,0,0,0,0,0,5132,0,df19065e150b84e2,search_cost_runs.csv
RP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,1,1.00999999,6,completed,551.532838,551.534912109,sampled_fp64_32x32,0.132767545641,50.8125,1,0,4084,949,0,0,0,0,0,0,0,5132,0,df19065e150b84e2,search_cost_runs.csv
RP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,2,1.00999999,6,completed,551.183295,551.18560791,sampled_fp64_32x32,0.132767545641,50.8125,1,0,4084,949,0,0,0,0,0,0,0,5132,0,df19065e150b84e2,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,0,1.00999999,6,completed,296.909203,296.910858154,sampled_fp64_32x32,0.132767545641,50.8125,1,0,4084,949,0,0,0,0,0,0,0,5132,0,df19065e150b84e2,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,1,1.00999999,6,completed,296.843877,296.845306396,sampled_fp64_32x32,0.132767545641,50.8125,1,0,4084,949,0,0,0,0,0,0,0,5132,0,df19065e150b84e2,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,2,1.00999999,6,completed,296.823441,296.822784424,sampled_fp64_32x32,0.132767545641,50.8125,1,0,4084,949,0,0,0,0,0,0,0,5132,0,df19065e150b84e2,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,0,1.00999999,6,completed,290.089566,290.092041016,sampled_fp64_32x32,0.0869145391771,41.375,1,0,4092,3791,0,0,0,0,0,0,0,0,0,f28a75f6636baaa1,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,1,1.00999999,6,completed,290.302411,290.302978516,sampled_fp64_32x32,0.0869145391771,41.375,1,0,4092,3791,0,0,0,0,0,0,0,0,0,f28a75f6636baaa1,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,2,1.00999999,6,completed,289.987086,289.986541748,sampled_fp64_32x32,0.0869145391771,41.375,1,0,4092,3791,0,0,0,0,0,0,0,0,0,f28a75f6636baaa1,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,0,1.00999999,6,completed,497.724598,497.727478027,sampled_fp64_32x32,0.107814975956,58.875,1.0009765625,0,4089,0,0,0,0,0,0,0,0,0,0,39ef48fe095d6e06,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,1,1.00999999,6,completed,498.066297,498.068450928,sampled_fp64_32x32,0.107814975956,58.875,1.0009765625,0,4089,0,0,0,0,0,0,0,0,0,0,39ef48fe095d6e06,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,2,1.00999999,6,completed,497.454567,497.457672119,sampled_fp64_32x32,0.107814975956,58.875,1.0009765625,0,4089,0,0,0,0,0,0,0,0,0,0,39ef48fe095d6e06,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,0,1.00999999,6,completed,302.1336,302.135284424,sampled_fp64_32x32,0.107814975956,58.875,1.0009765625,0,4089,0,0,0,0,0,0,0,0,0,0,39ef48fe095d6e06,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,1,1.00999999,6,completed,302.360311,302.361602783,sampled_fp64_32x32,0.107814975956,58.875,1.0009765625,0,4089,0,0,0,0,0,0,0,0,0,0,39ef48fe095d6e06,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,64,uniform,4096,20260824,9c78a0ba33f5e7ba,2,1.00999999,6,completed,302.166103,302.166015625,sampled_fp64_32x32,0.107814975956,58.875,1.0009765625,0,4089,0,0,0,0,0,0,0,0,0,0,39ef48fe095d6e06,search_cost_runs.csv
PP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,0,1.00999999,6,completed,493.919628,493.921966553,sampled_fp64_32x32,0.10771570247,55.84375,1,0,4084,0,0,0,0,0,0,0,0,0,0,fd2b80b70d571fd1,search_cost_runs.csv
PP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,1,1.00999999,6,completed,494.549988,494.552124023,sampled_fp64_32x32,0.10771570247,55.84375,1,0,4084,0,0,0,0,0,0,0,0,0,0,fd2b80b70d571fd1,search_cost_runs.csv
PP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,2,1.00999999,6,completed,494.335468,494.337677002,sampled_fp64_32x32,0.10771570247,55.84375,1,0,4084,0,0,0,0,0,0,0,0,0,0,fd2b80b70d571fd1,search_cost_runs.csv
