method,search_mode,abort_check_stride,schedule,panel_width,family,n,seed,input_fingerprint,repetition,tau,window,status,factor_wall_ms,factor_cuda_ms,reconstruction_kind,reconstruction_residual,growth_factor,max_multiplier,nonfinite_count,row_swaps,column_swaps,dp_lookahead_accepts,dp_fallbacks,gp_near_ties,gp_second_choices,scap_current,scap_middle,scap_last,rp_iterations,rp_failures,pivot_digest,_source
PP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,0,1.00999999,6,completed,284.953774,284.956665039,sampled_fp64_32x32,0.10771570247,55.84375,1,0,4084,0,0,0,0,0,0,0,0,0,0,fd2b80b70d571fd1,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,1,1.00999999,6,completed,285.191334,285.192199707,sampled_fp64_32x32,0.10771570247,55.84375,1,0,4084,0,0,0,0,0,0,0,0,0,0,fd2b80b70d571fd1,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,2,1.00999999,6,completed,285.421362,285.421569824,sampled_fp64_32x32,0.10771570247,55.84375,1,0,4084,0,0,0,0,0,0,0,0,0,0,fd2b80b70d571fd1,search_cost_runs.csv
DP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,0,1.00999999,6,completed,517.499768,517.502380371,sampled_fp64_32x32,0.116375787008,63.46875,0.99951171875,0,4091,569,569,14,0,0,0,0,0,0,0,47661e8a050638e8,search_cost_runs.csv
DP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,1,1.00999999,6,completed,518.671055,518.672851562,sampled_fp64_32x32,0.116375787008,63.46875,0.99951171875,0,4091,569,569,14,0,0,0,0,0,0,0,47661e8a050638e8,search_cost_runs.csv
DP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,2,1.00999999,6,completed,517.609385,517.611328125,sampled_fp64_32x32,0.116375787008,63.46875,0.99951171875,0,4091,569,569,14,0,0,0,0,0,0,0,47661e8a050638e8,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,0,1.00999999,6,completed,299.55742,299.558898926,sampled_fp64_32x32,0.116375787008,63.46875,0.99951171875,0,4091,569,569,14,0,0,0,0,0,0,0,47661e8a050638e8,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,1,1.00999999,6,completed,299.829415,299.831298828,sampled_fp64_32x32,0.116375787008,63.46875,0.99951171875,0,4091,569,569,14,0,0,0,0,0,0,0,47661e8a050638e8,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,2,1.00999999,6,completed,299.523359,299.523071289,sampled_fp64_32x32,0.116375787008,63.46875,0.99951171875,0,4091,569,569,14,0,0,0,0,0,0,0,47661e8a050638e8,search_cost_runs.csv
GP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,0,1.00999999,6,completed,509.753522,509.755096436,sampled_fp64_32x32,0.148131671625,57.6875,1.009765625,0,4085,0,0,0,474,223,0,0,0,0,0,3515100d074766be,search_cost_runs.csv
GP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,1,1.00999999,6,completed,510.04154,510.04397583,sampled_fp64_32x32,0.148131671625,57.6875,1.009765625,0,4085,0,0,0,474,223,0,0,0,0,0,3515100d074766be,search_cost_runs.csv
GP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,2,1.00999999,6,completed,509.943554,509.946014404,sampled_fp64_32x32,0.148131671625,57.6875,1.009765625,0,4085,0,0,0,474,223,0,0,0,0,0,3515100d074766be,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,0,1.00999999,6,completed,296.03216,296.034301758,sampled_fp64_32x32,0.148131671625,57.6875,1.009765625,0,4085,0,0,0,474,223,0,0,0,0,0,3515100d074766be,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,1,1.00999999,6,completed,296.381815,296.383514404,sampled_fp64_32x32,0.148131671625,57.6875,1.009765625,0,4085,0,0,0,474,223,0,0,0,0,0,3515100d074766be,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,2,1.00999999,6,completed,296.134921,296.134643555,sampled_fp64_32x32,0.148131671625,57.6875,1.009765625,0,4085,0,0,0,474,223,0,0,0,0,0,3515100d074766be,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,0,1.00999999,6,completed,610.479295,610.482421875,sampled_fp64_32x32,0.0883137143828,48.90625,1,0,4085,2161,0,0,0,0,1934,1681,480,0,0,0fadfa85345b96b1,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,1,1.00999999,6,completed,611.228998,611.231445312,sampled_fp64_32x32,0.0883137143828,48.90625,1,0,4085,2161,0,0,0,0,1934,1681,480,0,0,0fadfa85345b96b1,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,2,1.00999999,6,completed,611.225123,611.227722168,sampled_fp64_32x32,0.0883137143828,48.90625,1,0,4085,2161,0,0,0,0,1934,1681,480,0,0,0fadfa85345b96b1,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,0,1.00999999,6,completed,288.772878,288.775177002,sampled_fp64_32x32,0.0883137143828,48.90625,1,0,4085,2161,0,0,0,0,1934,1681,480,0,0,0fadfa85345b96b1,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,1,1.00999999,6,completed,289.028915,289.030151367,sampled_fp64_32x32,0.0883137143828,48.90625,1,0,4085,2161,0,0,0,0,1934,1681,480,0,0,0fadfa85345b96b1,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,2,1.00999999,6,completed,288.728103,288.728057861,sampled_fp64_32x32,0.0883137143828,48.90625,1,0,4085,2161,0,0,0,0,1934,1681,480,0,0,0fadfa85345b96b1,search_cost_runs.csv
RP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,0,1.00999999,6,completed,550.474508,550.477111816,sampled_fp64_32x32,0.090692668054,48.4375,1,0,4091,991,0,0,0,0,0,0,0,5162,0,ab3e024252b44501,search_cost_runs.csv
RP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,1,1.00999999,6,completed,551.50583,551.508422852,sampled_fp64_32x32,0.090692668054,48.4375,1,0,4091,991,0,0,0,0,0,0,0,5162,0,ab3e024252b44501,search_cost_runs.csv
RP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,2,1.00999999,6,completed,550.125947,550.127868652,sampled_fp64_32x32,0.090692668054,48.4375,1,0,4091,991,0,0,0,0,0,0,0,5162,0,ab3e024252b44501,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,0,1.00999999,6,completed,296.813522,296.815612793,sampled_fp64_32x32,0.090692668054,48.4375,1,0,4091,991,0,0,0,0,0,0,0,5162,0,ab3e024252b44501,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,1,1.00999999,6,completed,297.131298,297.134094238,sampled_fp64_32x32,0.090692668054,48.4375,1,0,4091,991,0,0,0,0,0,0,0,5162,0,ab3e024252b44501,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,2,1.00999999,6,completed,296.818959,296.819702148,sampled_fp64_32x32,0.090692668054,48.4375,1,0,4091,991,0,0,0,0,0,0,0,5162,0,ab3e024252b44501,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,0,1.00999999,6,completed,290.844693,290.846710205,sampled_fp64_32x32,0.0803889496165,42.71875,1,0,4088,3795,0,0,0,0,0,0,0,0,0,4835dfeff2a054c2,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,1,1.00999999,6,completed,291.159979,291.162109375,sampled_fp64_32x32,0.0803889496165,42.71875,1,0,4088,3795,0,0,0,0,0,0,0,0,0,4835dfeff2a054c2,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,2,1.00999999,6,completed,290.775822,290.776062012,sampled_fp64_32x32,0.0803889496165,42.71875,1,0,4088,3795,0,0,0,0,0,0,0,0,0,4835dfeff2a054c2,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,0,1.00999999,6,completed,497.916068,497.919555664,sampled_fp64_32x32,0.12917259271,53.53125,1.0009765625,0,4085,0,0,0,0,0,0,0,0,0,0,946d244432f1499b,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,1,1.00999999,6,completed,498.205787,498.208465576,sampled_fp64_32x32,0.12917259271,53.53125,1.0009765625,0,4085,0,0,0,0,0,0,0,0,0,0,946d244432f1499b,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,2,1.00999999,6,completed,497.607252,497.610046387,sampled_fp64_32x32,0.12917259271,53.53125,1.0009765625,0,4085,0,0,0,0,0,0,0,0,0,0,946d244432f1499b,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,0,1.00999999,6,completed,301.291932,301.293579102,sampled_fp64_32x32,0.12917259271,53.53125,1.0009765625,0,4085,0,0,0,0,0,0,0,0,0,0,946d244432f1499b,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,1,1.00999999,6,completed,301.590528,301.592590332,sampled_fp64_32x32,0.12917259271,53.53125,1.0009765625,0,4085,0,0,0,0,0,0,0,0,0,0,946d244432f1499b,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,64,uniform,4096,20260825,c1bfd0c4785ab060,2,1.00999999,6,completed,301.258049,301.258758545,sampled_fp64_32x32,0.12917259271,53.53125,1.0009765625,0,4085,0,0,0,0,0,0,0,0,0,0,946d244432f1499b,search_cost_runs.csv
PP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,0,1.00999999,6,completed,1940.293611,1940.30371094,sampled_fp64_32x32,0.248116386756,78.8125,1,0,8184,0,0,0,0,0,0,0,0,0,0,7c382b2daa22d91f,search_cost_runs.csv
PP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,1,1.00999999,6,completed,1937.745399,1937.75610352,sampled_fp64_32x32,0.248116386756,78.8125,1,0,8184,0,0,0,0,0,0,0,0,0,0,7c382b2daa22d91f,search_cost_runs.csv
PP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,2,1.00999999,6,completed,1941.163844,1941.17431641,sampled_fp64_32x32,0.248116386756,78.8125,1,0,8184,0,0,0,0,0,0,0,0,0,0,7c382b2daa22d91f,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,0,1.00999999,6,completed,1523.756925,1523.76525879,sampled_fp64_32x32,0.248116386756,78.8125,1,0,8184,0,0,0,0,0,0,0,0,0,0,7c382b2daa22d91f,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,1,1.00999999,6,completed,1520.874337,1520.8815918,sampled_fp64_32x32,0.248116386756,78.8125,1,0,8184,0,0,0,0,0,0,0,0,0,0,7c382b2daa22d91f,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,2,1.00999999,6,completed,1523.478084,1523.48461914,sampled_fp64_32x32,0.248116386756,78.8125,1,0,8184,0,0,0,0,0,0,0,0,0,0,7c382b2daa22d91f,search_cost_runs.csv
DP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,0,1.00999999,6,completed,2025.443741,2025.45385742,sampled_fp64_32x32,0.197908326489,85.1875,1,0,8184,1124,1124,10,0,0,0,0,0,0,0,39670c354044b0e2,search_cost_runs.csv
DP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,1,1.00999999,6,completed,2024.283598,2024.29382324,sampled_fp64_32x32,0.197908326489,85.1875,1,0,8184,1124,1124,10,0,0,0,0,0,0,0,39670c354044b0e2,search_cost_runs.csv
DP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,2,1.00999999,6,completed,2026.35702,2026.36804199,sampled_fp64_32x32,0.197908326489,85.1875,1,0,8184,1124,1124,10,0,0,0,0,0,0,0,39670c354044b0e2,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,0,1.00999999,6,completed,1564.250727,1564.26037598,sampled_fp64_32x32,0.197908326489,85.1875,1,0,8184,1124,1124,10,0,0,0,0,0,0,0,39670c354044b0e2,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,1,1.00999999,6,completed,1560.849993,1560.85754395,sampled_fp64_32x32,0.197908326489,85.1875,1,0,8184,1124,1124,10,0,0,0,0,0,0,0,39670c354044b0e2,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,2,1.00999999,6,completed,1563.378395,1563.38684082,sampled_fp64_32x32,0.197908326489,85.1875,1,0,8184,1124,1124,10,0,0,0,0,0,0,0,39670c354044b0e2,search_cost_runs.csv
GP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,0,1.00999999,6,completed,1997.115126,1997.12597656,sampled_fp64_32x32,0.188210315478,84.125,1.009765625,0,8181,0,0,0,1003,483,0,0,0,0,0,602df27bb9df1d56,search_cost_runs.csv
GP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,1,1.00999999,6,completed,1997.966937,1997.97705078,sampled_fp64_32x32,0.188210315478,84.125,1.009765625,0,8181,0,0,0,1003,483,0,0,0,0,0,602df27bb9df1d56,search_cost_runs.csv
GP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,2,1.00999999,6,completed,1998.227769,1998.23803711,sampled_fp64_32x32,0.188210315478,84.125,1.009765625,0,8181,0,0,0,1003,483,0,0,0,0,0,602df27bb9df1d56,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,0,1.00999999,6,completed,1553.783984,1553.79199219,sampled_fp64_32x32,0.188210315478,84.125,1.009765625,0,8181,0,0,0,1003,483,0,0,0,0,0,602df27bb9df1d56,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,1,1.00999999,6,completed,1550.791457,1550.79882812,sampled_fp64_32x32,0.188210315478,84.125,1.009765625,0,8181,0,0,0,1003,483,0,0,0,0,0,602df27bb9df1d56,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,2,1.00999999,6,completed,1553.93569,1553.94360352,sampled_fp64_32x32,0.188210315478,84.125,1.009765625,0,8181,0,0,0,1003,483,0,0,0,0,0,602df27bb9df1d56,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,0,1.00999999,6,completed,2271.091953,2271.10449219,sampled_fp64_32x32,0.242556686979,81.5,1,0,8183,4190,0,0,0,0,4001,3375,815,0,0,43c7ea3bc59cef3a,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,1,1.00999999,6,completed,2270.833379,2270.84570312,sampled_fp64_32x32,0.242556686979,81.5,1,0,8183,4190,0,0,0,0,4001,3375,815,0,0,43c7ea3bc59cef3a,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,2,1.00999999,6,completed,2271.76563,2271.77807617,sampled_fp64_32x32,0.242556686979,81.5,1,0,8183,4190,0,0,0,0,4001,3375,815,0,0,43c7ea3bc59cef3a,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,0,1.00999999,6,completed,1531.275793,1531.28552246,sampled_fp64_32x32,0.242556686979,81.5,1,0,8183,4190,0,0,0,0,4001,3375,815,0,0,43c7ea3bc59cef3a,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,1,1.00999999,6,completed,1528.678521,1528.68664551,sampled_fp64_32x32,0.242556686979,81.5,1,0,8183,4190,0,0,0,0,4001,3375,815,0,0,43c7ea3bc59cef3a,search_cost_runs.csv
ScaP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,2,1.00999999,6,completed,1531.747942,1531.7545166,sampled_fp64_32x32,0.242556686979,81.5,1,0,8183,4190,0,0,0,0,4001,3375,815,0,0,43c7ea3bc59cef3a,search_cost_runs.csv
RP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,0,1.00999999,6,completed,2081.965548,2081.97680664,sampled_fp64_32x32,0.256592113612,71.5,1,0,8188,2297,0,0,0,0,0,0,0,10705,0,80ab583c78c3ff42,search_cost_runs.csv
RP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,1,1.00999999,6,completed,2080.93046,2080.94116211,sampled_fp64_32x32,0.256592113612,71.5,1,0,8188,2297,0,0,0,0,0,0,0,10705,0,80ab583c78c3ff42,search_cost_runs.csv
RP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,2,1.00999999,6,completed,2081.494887,2081.50634766,sampled_fp64_32x32,0.256592113612,71.5,1,0,8188,2297,0,0,0,0,0,0,0,10705,0,80ab583c78c3ff42,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,0,1.00999999,6,completed,1551.882271,1551.89050293,sampled_fp64_32x32,0.256592113612,71.5,1,0,8188,2297,0,0,0,0,0,0,0,10705,0,80ab583c78c3ff42,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,1,1.00999999,6,completed,1548.302356,1548.30126953,sampled_fp64_32x32,0.256592113612,71.5,1,0,8188,2297,0,0,0,0,0,0,0,10705,0,80ab583c78c3ff42,search_cost_runs.csv
RP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,2,1.00999999,6,completed,1550.263471,1550.27246094,sampled_fp64_32x32,0.256592113612,71.5,1,0,8188,2297,0,0,0,0,0,0,0,10705,0,80ab583c78c3ff42,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,0,1.00999999,6,completed,1536.343573,1536.35229492,sampled_fp64_32x32,0.18838665988,56.46875,1,0,8180,7868,0,0,0,0,0,0,0,0,0,e10e6d761279cbf9,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,1,1.00999999,6,completed,1533.321248,1533.32836914,sampled_fp64_32x32,0.18838665988,56.46875,1,0,8180,7868,0,0,0,0,0,0,0,0,0,e10e6d761279cbf9,search_cost_runs.csv
CP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,2,1.00999999,6,completed,1536.150473,1536.15869141,sampled_fp64_32x32,0.18838665988,56.46875,1,0,8180,7868,0,0,0,0,0,0,0,0,0,e10e6d761279cbf9,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,0,1.00999999,6,completed,1952.500336,1952.51208496,sampled_fp64_32x32,0.180006588285,88.4375,1,0,8180,0,0,0,0,0,0,0,0,0,0,d1d548ebf6019f4c,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,1,1.00999999,6,completed,1949.205173,1949.21618652,sampled_fp64_32x32,0.180006588285,88.4375,1,0,8180,0,0,0,0,0,0,0,0,0,0,d1d548ebf6019f4c,search_cost_runs.csv
ScPP,host,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,2,1.00999999,6,completed,1951.585476,1951.59545898,sampled_fp64_32x32,0.180006588285,88.4375,1,0,8180,0,0,0,0,0,0,0,0,0,0,d1d548ebf6019f4c,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,0,1.00999999,6,completed,1573.708267,1573.71801758,sampled_fp64_32x32,0.180006588285,88.4375,1,0,8180,0,0,0,0,0,0,0,0,0,0,d1d548ebf6019f4c,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,1,1.00999999,6,completed,1571.56648,1571.57373047,sampled_fp64_32x32,0.180006588285,88.4375,1,0,8180,0,0,0,0,0,0,0,0,0,0,d1d548ebf6019f4c,search_cost_runs.csv
ScPP,fused_device,0,blocked_panel_local,128,uniform,8192,20260823,7e26db0f5eeca17d,2,1.00999999,6,completed,1573.777636,1573.78564453,sampled_fp64_32x32,0.180006588285,88.4375,1,0,8180,0,0,0,0,0,0,0,0,0,0,d1d548ebf6019f4c,search_cost_runs.csv
PP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,0,1.00999999,6,completed,1937.565701,1937.57641602,sampled_fp64_32x32,0.219588531862,91.625,1,0,8182,0,0,0,0,0,0,0,0,0,0,b04d2667242cd3c7,search_cost_runs.csv
PP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,1,1.00999999,6,completed,1937.835193,1937.84643555,sampled_fp64_32x32,0.219588531862,91.625,1,0,8182,0,0,0,0,0,0,0,0,0,0,b04d2667242cd3c7,search_cost_runs.csv
PP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,2,1.00999999,6,completed,1938.058331,1938.0682373,sampled_fp64_32x32,0.219588531862,91.625,1,0,8182,0,0,0,0,0,0,0,0,0,0,b04d2667242cd3c7,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,0,1.00999999,6,completed,1521.013605,1521.02294922,sampled_fp64_32x32,0.219588531862,91.625,1,0,8182,0,0,0,0,0,0,0,0,0,0,b04d2667242cd3c7,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,1,1.00999999,6,completed,1518.054299,1518.06152344,sampled_fp64_32x32,0.219588531862,91.625,1,0,8182,0,0,0,0,0,0,0,0,0,0,b04d2667242cd3c7,search_cost_runs.csv
PP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,2,1.00999999,6,completed,1520.786718,1520.79467773,sampled_fp64_32x32,0.219588531862,91.625,1,0,8182,0,0,0,0,0,0,0,0,0,0,b04d2667242cd3c7,search_cost_runs.csv
DP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,0,1.00999999,6,completed,2020.789288,2020.8001709,sampled_fp64_32x32,0.29590860763,93.75,1,0,8180,1201,1201,10,0,0,0,0,0,0,0,aee5242eebfa2445,search_cost_runs.csv
DP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,1,1.00999999,6,completed,2020.350179,2020.36169434,sampled_fp64_32x32,0.29590860763,93.75,1,0,8180,1201,1201,10,0,0,0,0,0,0,0,aee5242eebfa2445,search_cost_runs.csv
DP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,2,1.00999999,6,completed,2018.635865,2018.64782715,sampled_fp64_32x32,0.29590860763,93.75,1,0,8180,1201,1201,10,0,0,0,0,0,0,0,aee5242eebfa2445,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,0,1.00999999,6,completed,1563.360567,1563.3684082,sampled_fp64_32x32,0.29590860763,93.75,1,0,8180,1201,1201,10,0,0,0,0,0,0,0,aee5242eebfa2445,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,1,1.00999999,6,completed,1560.86686,1560.875,sampled_fp64_32x32,0.29590860763,93.75,1,0,8180,1201,1201,10,0,0,0,0,0,0,0,aee5242eebfa2445,search_cost_runs.csv
DP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,2,1.00999999,6,completed,1563.843987,1563.85388184,sampled_fp64_32x32,0.29590860763,93.75,1,0,8180,1201,1201,10,0,0,0,0,0,0,0,aee5242eebfa2445,search_cost_runs.csv
GP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,0,1.00999999,6,completed,1999.136289,1999.14672852,sampled_fp64_32x32,0.190869478713,84.25,1.009765625,0,8183,0,0,0,1018,490,0,0,0,0,0,033b2f2adc56718a,search_cost_runs.csv
GP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,1,1.00999999,6,completed,1997.821608,1997.83227539,sampled_fp64_32x32,0.190869478713,84.25,1.009765625,0,8183,0,0,0,1018,490,0,0,0,0,0,033b2f2adc56718a,search_cost_runs.csv
GP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,2,1.00999999,6,completed,1999.442637,1999.45471191,sampled_fp64_32x32,0.190869478713,84.25,1.009765625,0,8183,0,0,0,1018,490,0,0,0,0,0,033b2f2adc56718a,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,0,1.00999999,6,completed,1555.421201,1555.42834473,sampled_fp64_32x32,0.190869478713,84.25,1.009765625,0,8183,0,0,0,1018,490,0,0,0,0,0,033b2f2adc56718a,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,1,1.00999999,6,completed,1552.100344,1552.10852051,sampled_fp64_32x32,0.190869478713,84.25,1.009765625,0,8183,0,0,0,1018,490,0,0,0,0,0,033b2f2adc56718a,search_cost_runs.csv
GP,fused_device,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,2,1.00999999,6,completed,1555.799099,1555.80822754,sampled_fp64_32x32,0.190869478713,84.25,1.009765625,0,8183,0,0,0,1018,490,0,0,0,0,0,033b2f2adc56718a,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,0,1.00999999,6,completed,2273.383277,2273.39550781,sampled_fp64_32x32,0.233198987684,66.125,1,0,8186,4245,0,0,0,0,3946,3326,919,0,0,7eb4fee4e8db28ba,search_cost_runs.csv
ScaP,host,0,blocked_panel_local,128,uniform,8192,20260824,4771c133e3150c9c,1,1.00999999,6,completed,2270.834825,2270.84692383,sampled_fp64_32x32,0.233198987684,66.125,1,0,8186,4245,0,0,0,0,3946,3326,919,0,0,7eb4fee4e8db28ba,search_cost_runs.csv
