method,schedule,panel_width,family,n,seed,input_fingerprint,repetition,tau,window,status,factor_wall_ms,factor_cuda_ms,reconstruction_kind,reconstruction_residual,growth_factor,max_multiplier,nonfinite_count,row_swaps,column_swaps,dp_lookahead_accepts,dp_fallbacks,gp_near_ties,gp_second_choices,scap_current,scap_middle,scap_last,rp_iterations,rp_failures,source_file,evidence_tier,contract_repetitions,contract_warmups
CP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,0,1.00999999,6,completed,871.061385,871.06829834,sampled_fp64_32x32,0.0269190092863,11.3197721725,1,0,1019,939,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__blocked_panel_local__cp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,1,1.00999999,6,completed,884.837372,884.842956543,sampled_fp64_32x32,0.0269190092863,11.3197721725,1,0,1019,939,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__blocked_panel_local__cp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,2,1.00999999,6,completed,919.811677,919.817871094,sampled_fp64_32x32,0.0269190092863,11.3197721725,1,0,1019,939,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__blocked_panel_local__cp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,0,1.00999999,6,completed,86.582289,86.5823669434,sampled_fp64_32x32,0.0317945847343,16.9894222945,0.99072265625,0,1018,83,83,1,0,0,0,0,0,0,0,normal__n1024__seed20260823__blocked_panel_local__dp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,1,1.00999999,6,completed,86.411924,86.4121932983,sampled_fp64_32x32,0.0317945847343,16.9894222945,0.99072265625,0,1018,83,83,1,0,0,0,0,0,0,0,normal__n1024__seed20260823__blocked_panel_local__dp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,2,1.00999999,6,completed,86.417858,86.4175033569,sampled_fp64_32x32,0.0317945847343,16.9894222945,0.99072265625,0,1018,83,83,1,0,0,0,0,0,0,0,normal__n1024__seed20260823__blocked_panel_local__dp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,0,1.00999999,6,completed,86.832886,86.832611084,sampled_fp64_32x32,0.0286751359782,16.1432058584,1.009765625,0,1019,0,0,0,90,48,0,0,0,0,0,normal__n1024__seed20260823__blocked_panel_local__gp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,1,1.00999999,6,completed,86.766859,86.7655715942,sampled_fp64_32x32,0.0286751359782,16.1432058584,1.009765625,0,1019,0,0,0,90,48,0,0,0,0,0,normal__n1024__seed20260823__blocked_panel_local__gp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,2,1.00999999,6,completed,86.670743,86.6705627441,sampled_fp64_32x32,0.0286751359782,16.1432058584,1.009765625,0,1019,0,0,0,90,48,0,0,0,0,0,normal__n1024__seed20260823__blocked_panel_local__gp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,0,1.00999999,6,completed,84.691997,84.6916503906,sampled_fp64_32x32,0.0307043614119,18.3433685924,1,0,1017,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__blocked_panel_local__pp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,1,1.00999999,6,completed,84.447345,84.4476165771,sampled_fp64_32x32,0.0307043614119,18.3433685924,1,0,1017,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__blocked_panel_local__pp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,2,1.00999999,6,completed,84.755358,84.7557449341,sampled_fp64_32x32,0.0307043614119,18.3433685924,1,0,1017,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__blocked_panel_local__pp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,0,1.00999999,6,completed,97.583607,97.5843811035,sampled_fp64_32x32,0.0287298367922,17.3148901546,1,0,1018,327,0,0,0,0,0,0,0,1376,0,normal__n1024__seed20260823__blocked_panel_local__rp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,1,1.00999999,6,completed,97.967668,97.9677124023,sampled_fp64_32x32,0.0287298367922,17.3148901546,1,0,1018,327,0,0,0,0,0,0,0,1376,0,normal__n1024__seed20260823__blocked_panel_local__rp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,2,1.00999999,6,completed,97.852735,97.8436508179,sampled_fp64_32x32,0.0287298367922,17.3148901546,1,0,1018,327,0,0,0,0,0,0,0,1376,0,normal__n1024__seed20260823__blocked_panel_local__rp/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,0,1.00999999,6,completed,104.523227,104.523490906,sampled_fp64_32x32,0.0285561641662,20.244100895,1,0,1017,557,0,0,0,0,466,419,138,0,0,normal__n1024__seed20260823__blocked_panel_local__scap/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,1,1.00999999,6,completed,104.264782,104.265342712,sampled_fp64_32x32,0.0285561641662,20.244100895,1,0,1017,557,0,0,0,0,466,419,138,0,0,normal__n1024__seed20260823__blocked_panel_local__scap/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,2,1.00999999,6,completed,104.323124,104.323196411,sampled_fp64_32x32,0.0285561641662,20.244100895,1,0,1017,557,0,0,0,0,466,419,138,0,0,normal__n1024__seed20260823__blocked_panel_local__scap/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,0,1.00999999,6,completed,82.936498,82.937538147,sampled_fp64_32x32,0.03523715895,23.0821806347,1.3720703125,0,1014,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__blocked_panel_local__scpp/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,1,1.00999999,6,completed,82.785656,82.7854385376,sampled_fp64_32x32,0.03523715895,23.0821806347,1.3720703125,0,1014,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__blocked_panel_local__scpp/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,normal,1024,20260823,bdf0ab5d1e4fe55e,2,1.00999999,6,completed,82.661504,82.6609954834,sampled_fp64_32x32,0.03523715895,23.0821806347,1.3720703125,0,1014,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__blocked_panel_local__scpp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,0,1.00999999,6,completed,1619.776538,1619.78771973,sampled_fp64_32x32,0.0144624108459,7.95443449959,0.9990234375,0,1017,1020,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__unblocked_rank1__cp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,1,1.00999999,6,completed,1607.147204,1607.15844727,sampled_fp64_32x32,0.0144624108459,7.95443449959,0.9990234375,0,1017,1020,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__unblocked_rank1__cp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,2,1.00999999,6,completed,1618.161781,1618.17321777,sampled_fp64_32x32,0.0144624108459,7.95443449959,0.9990234375,0,1017,1020,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__unblocked_rank1__cp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,0,1.00999999,6,completed,85.378881,85.378944397,sampled_fp64_32x32,0.0318102611759,17.9397884459,0.990234375,0,1016,88,88,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__unblocked_rank1__dp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,1,1.00999999,6,completed,85.416143,85.4158401489,sampled_fp64_32x32,0.0318102611759,17.9397884459,0.990234375,0,1016,88,88,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__unblocked_rank1__dp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,2,1.00999999,6,completed,85.472308,85.4718399048,sampled_fp64_32x32,0.0318102611759,17.9397884459,0.990234375,0,1016,88,88,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__unblocked_rank1__dp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,0,1.00999999,6,completed,87.221365,87.220993042,sampled_fp64_32x32,0.0318717872547,24.8006509357,1.009765625,0,1019,0,0,0,92,44,0,0,0,0,0,normal__n1024__seed20260823__unblocked_rank1__gp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,1,1.00999999,6,completed,87.19304,87.1934738159,sampled_fp64_32x32,0.0318717872547,24.8006509357,1.009765625,0,1019,0,0,0,92,44,0,0,0,0,0,normal__n1024__seed20260823__unblocked_rank1__gp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,2,1.00999999,6,completed,87.572595,87.5722579956,sampled_fp64_32x32,0.0318717872547,24.8006509357,1.009765625,0,1019,0,0,0,92,44,0,0,0,0,0,normal__n1024__seed20260823__unblocked_rank1__gp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,0,1.00999999,6,completed,84.413768,84.4138565063,sampled_fp64_32x32,0.0307043614119,18.9292107404,1,0,1017,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__unblocked_rank1__pp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,1,1.00999999,6,completed,84.060903,84.0605773926,sampled_fp64_32x32,0.0307043614119,18.9292107404,1,0,1017,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__unblocked_rank1__pp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,2,1.00999999,6,completed,83.930977,83.9303665161,sampled_fp64_32x32,0.0307043614119,18.9292107404,1,0,1017,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__unblocked_rank1__pp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,0,1.00999999,6,completed,124.834586,124.834785461,sampled_fp64_32x32,0.0270055340558,10.0504475183,1,0,1018,774,0,0,0,0,0,0,0,1986,0,normal__n1024__seed20260823__unblocked_rank1__rp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,1,1.00999999,6,completed,124.298572,124.299423218,sampled_fp64_32x32,0.0270055340558,10.0504475183,1,0,1018,774,0,0,0,0,0,0,0,1986,0,normal__n1024__seed20260823__unblocked_rank1__rp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,2,1.00999999,6,completed,124.176946,124.177215576,sampled_fp64_32x32,0.0270055340558,10.0504475183,1,0,1018,774,0,0,0,0,0,0,0,1986,0,normal__n1024__seed20260823__unblocked_rank1__rp/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,0,1.00999999,6,completed,106.27115,106.271263123,sampled_fp64_32x32,0.0339686938063,14.9715215622,0.99951171875,0,1017,501,0,0,0,0,522,376,125,0,0,normal__n1024__seed20260823__unblocked_rank1__scap/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,1,1.00999999,6,completed,106.519585,106.519935608,sampled_fp64_32x32,0.0339686938063,14.9715215622,0.99951171875,0,1017,501,0,0,0,0,522,376,125,0,0,normal__n1024__seed20260823__unblocked_rank1__scap/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,2,1.00999999,6,completed,106.811319,106.811325073,sampled_fp64_32x32,0.0339686938063,14.9715215622,0.99951171875,0,1017,501,0,0,0,0,522,376,125,0,0,normal__n1024__seed20260823__unblocked_rank1__scap/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,0,1.00999999,6,completed,84.526018,84.5257263184,sampled_fp64_32x32,0.03523715895,23.0821806347,1.3720703125,0,1014,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__unblocked_rank1__scpp/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,1,1.00999999,6,completed,84.512417,84.5123519897,sampled_fp64_32x32,0.03523715895,23.0821806347,1.3720703125,0,1014,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__unblocked_rank1__scpp/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,normal,1024,20260823,bdf0ab5d1e4fe55e,2,1.00999999,6,completed,84.363339,84.3636779785,sampled_fp64_32x32,0.03523715895,23.0821806347,1.3720703125,0,1014,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260823__unblocked_rank1__scpp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,0,1.00999999,6,completed,867.921484,867.927978516,sampled_fp64_32x32,0.0189515751797,15.050521251,1,0,1015,957,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__blocked_panel_local__cp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,1,1.00999999,6,completed,881.75872,881.764343262,sampled_fp64_32x32,0.0189515751797,15.050521251,1,0,1015,957,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__blocked_panel_local__cp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,2,1.00999999,6,completed,914.642902,914.649108887,sampled_fp64_32x32,0.0189515751797,15.050521251,1,0,1015,957,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__blocked_panel_local__cp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,0,1.00999999,6,completed,86.477071,86.4772186279,sampled_fp64_32x32,0.0554477861053,19.8748997594,1,0,1016,91,91,4,0,0,0,0,0,0,0,normal__n1024__seed20260824__blocked_panel_local__dp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,1,1.00999999,6,completed,86.481322,86.4812469482,sampled_fp64_32x32,0.0554477861053,19.8748997594,1,0,1016,91,91,4,0,0,0,0,0,0,0,normal__n1024__seed20260824__blocked_panel_local__dp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,2,1.00999999,6,completed,86.666786,86.6665267944,sampled_fp64_32x32,0.0554477861053,19.8748997594,1,0,1016,91,91,4,0,0,0,0,0,0,0,normal__n1024__seed20260824__blocked_panel_local__dp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,0,1.00999999,6,completed,84.315357,84.3160324097,sampled_fp64_32x32,0.0345190382169,17.6808340016,1.009765625,0,1011,0,0,0,91,53,0,0,0,0,0,normal__n1024__seed20260824__blocked_panel_local__gp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,1,1.00999999,6,completed,84.117074,84.1175384521,sampled_fp64_32x32,0.0345190382169,17.6808340016,1.009765625,0,1011,0,0,0,91,53,0,0,0,0,0,normal__n1024__seed20260824__blocked_panel_local__gp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,2,1.00999999,6,completed,84.050996,84.0514907837,sampled_fp64_32x32,0.0345190382169,17.6808340016,1.009765625,0,1011,0,0,0,91,53,0,0,0,0,0,normal__n1024__seed20260824__blocked_panel_local__gp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,0,1.00999999,6,completed,81.789683,81.7893753052,sampled_fp64_32x32,0.0278140598545,17.5653568565,1,0,1018,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__blocked_panel_local__pp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,1,1.00999999,6,completed,81.923633,81.9239349365,sampled_fp64_32x32,0.0278140598545,17.5653568565,1,0,1018,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__blocked_panel_local__pp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,2,1.00999999,6,completed,81.868026,81.8682250977,sampled_fp64_32x32,0.0278140598545,17.5653568565,1,0,1018,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__blocked_panel_local__pp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,0,1.00999999,6,completed,101.983316,101.984321594,sampled_fp64_32x32,0.0276930953327,16.1924619086,1,0,1012,348,0,0,0,0,0,0,0,1408,0,normal__n1024__seed20260824__blocked_panel_local__rp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,1,1.00999999,6,completed,101.8975,101.897666931,sampled_fp64_32x32,0.0276930953327,16.1924619086,1,0,1012,348,0,0,0,0,0,0,0,1408,0,normal__n1024__seed20260824__blocked_panel_local__rp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,2,1.00999999,6,completed,101.918106,101.918273926,sampled_fp64_32x32,0.0276930953327,16.1924619086,1,0,1012,348,0,0,0,0,0,0,0,1408,0,normal__n1024__seed20260824__blocked_panel_local__rp/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,0,1.00999999,6,completed,106.291043,106.291488647,sampled_fp64_32x32,0.0293820773193,16.4875701684,1,0,1016,583,0,0,0,0,440,435,148,0,0,normal__n1024__seed20260824__blocked_panel_local__scap/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,1,1.00999999,6,completed,106.303722,106.303329468,sampled_fp64_32x32,0.0293820773193,16.4875701684,1,0,1016,583,0,0,0,0,440,435,148,0,0,normal__n1024__seed20260824__blocked_panel_local__scap/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,2,1.00999999,6,completed,106.339585,106.339103699,sampled_fp64_32x32,0.0293820773193,16.4875701684,1,0,1016,583,0,0,0,0,440,435,148,0,0,normal__n1024__seed20260824__blocked_panel_local__scap/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,0,1.00999999,6,completed,81.658226,81.6585922241,sampled_fp64_32x32,0.0301538592194,19.387329591,1.396484375,0,1017,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__blocked_panel_local__scpp/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,1,1.00999999,6,completed,81.799724,81.8002853394,sampled_fp64_32x32,0.0301538592194,19.387329591,1.396484375,0,1017,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__blocked_panel_local__scpp/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,normal,1024,20260824,379d1fc0748a47a6,2,1.00999999,6,completed,82.040786,82.0403823853,sampled_fp64_32x32,0.0301538592194,19.387329591,1.396484375,0,1017,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__blocked_panel_local__scpp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,0,1.00999999,6,completed,1665.042194,1665.05456543,sampled_fp64_32x32,0.0159440990702,7.07618283881,0.9990234375,0,1016,1013,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__unblocked_rank1__cp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,1,1.00999999,6,completed,1620.371349,1620.38317871,sampled_fp64_32x32,0.0159440990702,7.07618283881,0.9990234375,0,1016,1013,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__unblocked_rank1__cp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,2,1.00999999,6,completed,1617.419583,1617.43066406,sampled_fp64_32x32,0.0159440990702,7.07618283881,0.9990234375,0,1016,1013,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__unblocked_rank1__cp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,0,1.00999999,6,completed,85.072332,85.0733795166,sampled_fp64_32x32,0.0268216729164,19.5669607057,0.98974609375,0,1017,99,99,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__unblocked_rank1__dp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,1,1.00999999,6,completed,84.970478,84.9706878662,sampled_fp64_32x32,0.0268216729164,19.5669607057,0.98974609375,0,1017,99,99,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__unblocked_rank1__dp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,2,1.00999999,6,completed,84.596415,84.5965118408,sampled_fp64_32x32,0.0268216729164,19.5669607057,0.98974609375,0,1017,99,99,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__unblocked_rank1__dp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,0,1.00999999,6,completed,85.280256,85.2802276611,sampled_fp64_32x32,0.0322417992844,17.898957498,1.009765625,0,1013,0,0,0,105,48,0,0,0,0,0,normal__n1024__seed20260824__unblocked_rank1__gp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,1,1.00999999,6,completed,84.778677,84.7784957886,sampled_fp64_32x32,0.0322417992844,17.898957498,1.009765625,0,1013,0,0,0,105,48,0,0,0,0,0,normal__n1024__seed20260824__unblocked_rank1__gp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,2,1.00999999,6,completed,84.586139,84.5861434937,sampled_fp64_32x32,0.0322417992844,17.898957498,1.009765625,0,1013,0,0,0,105,48,0,0,0,0,0,normal__n1024__seed20260824__unblocked_rank1__gp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,0,1.00999999,6,completed,81.955125,81.9547805786,sampled_fp64_32x32,0.0278140598545,17.6423416199,1,0,1018,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__unblocked_rank1__pp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,1,1.00999999,6,completed,82.225002,82.225151062,sampled_fp64_32x32,0.0278140598545,17.6423416199,1,0,1018,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__unblocked_rank1__pp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,2,1.00999999,6,completed,81.738194,81.7383346558,sampled_fp64_32x32,0.0278140598545,17.6423416199,1,0,1018,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__unblocked_rank1__pp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,0,1.00999999,6,completed,123.84551,123.845085144,sampled_fp64_32x32,0.0186002328914,9.73215717723,1,0,1018,797,0,0,0,0,0,0,0,1974,0,normal__n1024__seed20260824__unblocked_rank1__rp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,1,1.00999999,6,completed,123.683925,123.684288025,sampled_fp64_32x32,0.0186002328914,9.73215717723,1,0,1018,797,0,0,0,0,0,0,0,1974,0,normal__n1024__seed20260824__unblocked_rank1__rp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,2,1.00999999,6,completed,123.695981,123.695777893,sampled_fp64_32x32,0.0186002328914,9.73215717723,1,0,1018,797,0,0,0,0,0,0,0,1974,0,normal__n1024__seed20260824__unblocked_rank1__rp/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,0,1.00999999,6,completed,106.662964,106.663169861,sampled_fp64_32x32,0.0271425452523,13.2798716921,1,0,1013,517,0,0,0,0,506,412,105,0,0,normal__n1024__seed20260824__unblocked_rank1__scap/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,1,1.00999999,6,completed,106.382277,106.381858826,sampled_fp64_32x32,0.0271425452523,13.2798716921,1,0,1013,517,0,0,0,0,506,412,105,0,0,normal__n1024__seed20260824__unblocked_rank1__scap/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,2,1.00999999,6,completed,106.514735,106.514335632,sampled_fp64_32x32,0.0271425452523,13.2798716921,1,0,1013,517,0,0,0,0,506,412,105,0,0,normal__n1024__seed20260824__unblocked_rank1__scap/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,0,1.00999999,6,completed,83.938532,83.9385604858,sampled_fp64_32x32,0.0301538592194,22.1972734563,1.396484375,0,1017,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__unblocked_rank1__scpp/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,1,1.00999999,6,completed,83.503974,83.5041275024,sampled_fp64_32x32,0.0301538592194,22.1972734563,1.396484375,0,1017,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__unblocked_rank1__scpp/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,normal,1024,20260824,379d1fc0748a47a6,2,1.00999999,6,completed,83.239998,83.2396469116,sampled_fp64_32x32,0.0301538592194,22.1972734563,1.396484375,0,1017,0,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260824__unblocked_rank1__scpp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,normal,1024,20260825,ac936c1a106ee5fb,0,1.00999999,6,completed,866.361038,866.367248535,sampled_fp64_32x32,0.0298753949847,10.8374100719,1,0,1015,949,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260825__blocked_panel_local__cp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,normal,1024,20260825,ac936c1a106ee5fb,1,1.00999999,6,completed,881.23317,881.239196777,sampled_fp64_32x32,0.0298753949847,10.8374100719,1,0,1015,949,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260825__blocked_panel_local__cp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,normal,1024,20260825,ac936c1a106ee5fb,2,1.00999999,6,completed,914.977756,914.985107422,sampled_fp64_32x32,0.0298753949847,10.8374100719,1,0,1015,949,0,0,0,0,0,0,0,0,0,normal__n1024__seed20260825__blocked_panel_local__cp/runs.csv,replicated,3,1
