method,schedule,panel_width,family,n,seed,input_fingerprint,repetition,tau,window,status,factor_wall_ms,factor_cuda_ms,reconstruction_kind,reconstruction_residual,growth_factor,max_multiplier,nonfinite_count,row_swaps,column_swaps,dp_lookahead_accepts,dp_fallbacks,gp_near_ties,gp_second_choices,scap_current,scap_middle,scap_last,rp_iterations,rp_failures,source_file,evidence_tier,contract_repetitions,contract_warmups
GP,blocked_panel_local,64,normal,128,20260824,258ed57710168394,1,1.00999999,6,completed,8.802655,8.80230426788,full_fp64,0.00601792033204,5.16314454776,1.0087890625,0,119,0,0,0,7,5,0,0,0,0,0,normal__n128__seed20260824__blocked_panel_local__gp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,normal,128,20260824,258ed57710168394,2,1.00999999,6,completed,8.923759,8.92332839966,full_fp64,0.00601792033204,5.16314454776,1.0087890625,0,119,0,0,0,7,5,0,0,0,0,0,normal__n128__seed20260824__blocked_panel_local__gp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,normal,128,20260824,258ed57710168394,0,1.00999999,6,completed,8.640116,8.63926410675,full_fp64,0.00667995491576,6.97210481826,0.998046875,0,119,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260824__blocked_panel_local__pp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,normal,128,20260824,258ed57710168394,1,1.00999999,6,completed,8.633445,8.63292789459,full_fp64,0.00667995491576,6.97210481826,0.998046875,0,119,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260824__blocked_panel_local__pp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,normal,128,20260824,258ed57710168394,2,1.00999999,6,completed,8.703327,8.70252799988,full_fp64,0.00667995491576,6.97210481826,0.998046875,0,119,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260824__blocked_panel_local__pp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,normal,128,20260824,258ed57710168394,0,1.00999999,6,completed,12.936062,12.9358720779,full_fp64,0.00556592949346,3.53338968724,0.99853515625,0,123,63,0,0,0,0,0,0,0,202,0,normal__n128__seed20260824__blocked_panel_local__rp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,normal,128,20260824,258ed57710168394,1,1.00999999,6,completed,11.907604,11.9067840576,full_fp64,0.00556592949346,3.53338968724,0.99853515625,0,123,63,0,0,0,0,0,0,0,202,0,normal__n128__seed20260824__blocked_panel_local__rp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,normal,128,20260824,258ed57710168394,2,1.00999999,6,completed,11.849002,11.8489923477,full_fp64,0.00556592949346,3.53338968724,0.99853515625,0,123,63,0,0,0,0,0,0,0,202,0,normal__n128__seed20260824__blocked_panel_local__rp/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,normal,128,20260824,258ed57710168394,0,1.00999999,6,completed,11.165358,11.1654396057,full_fp64,0.00598229096284,3.57396449704,1,0,125,67,0,0,0,0,60,48,19,0,0,normal__n128__seed20260824__blocked_panel_local__scap/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,normal,128,20260824,258ed57710168394,1,1.00999999,6,completed,11.088964,11.0889921188,full_fp64,0.00598229096284,3.57396449704,1,0,125,67,0,0,0,0,60,48,19,0,0,normal__n128__seed20260824__blocked_panel_local__scap/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,normal,128,20260824,258ed57710168394,2,1.00999999,6,completed,11.191917,11.1920957565,full_fp64,0.00598229096284,3.57396449704,1,0,125,67,0,0,0,0,60,48,19,0,0,normal__n128__seed20260824__blocked_panel_local__scap/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,normal,128,20260824,258ed57710168394,0,1.00999999,6,completed,10.082952,10.0826883316,full_fp64,0.00645175548499,5.51141166526,1.423828125,0,125,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260824__blocked_panel_local__scpp/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,normal,128,20260824,258ed57710168394,1,1.00999999,6,completed,9.201001,9.20102405548,full_fp64,0.00645175548499,5.51141166526,1.423828125,0,125,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260824__blocked_panel_local__scpp/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,normal,128,20260824,258ed57710168394,2,1.00999999,6,completed,9.24712,9.24713611603,full_fp64,0.00645175548499,5.51141166526,1.423828125,0,125,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260824__blocked_panel_local__scpp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,0,1.00999999,6,completed,12.049481,12.0492162704,full_fp64,0.0047222866613,2.31276415892,1,0,122,122,0,0,0,0,0,0,0,0,0,normal__n128__seed20260824__unblocked_rank1__cp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,1,1.00999999,6,completed,11.994135,11.9931840897,full_fp64,0.0047222866613,2.31276415892,1,0,122,122,0,0,0,0,0,0,0,0,0,normal__n128__seed20260824__unblocked_rank1__cp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,2,1.00999999,6,completed,11.953452,11.9529924393,full_fp64,0.0047222866613,2.31276415892,1,0,122,122,0,0,0,0,0,0,0,0,0,normal__n128__seed20260824__unblocked_rank1__cp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,0,1.00999999,6,completed,8.086643,8.08623981476,full_fp64,0.00614552576463,4.89264581572,0.98681640625,0,124,6,6,0,0,0,0,0,0,0,0,normal__n128__seed20260824__unblocked_rank1__dp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,1,1.00999999,6,completed,7.98612,7.98617601395,full_fp64,0.00614552576463,4.89264581572,0.98681640625,0,124,6,6,0,0,0,0,0,0,0,0,normal__n128__seed20260824__unblocked_rank1__dp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,2,1.00999999,6,completed,7.980786,7.9799041748,full_fp64,0.00614552576463,4.89264581572,0.98681640625,0,124,6,6,0,0,0,0,0,0,0,0,normal__n128__seed20260824__unblocked_rank1__dp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,0,1.00999999,6,completed,7.885902,7.88556814194,full_fp64,0.00720929978565,5.32544378698,1.0087890625,0,124,0,0,0,8,3,0,0,0,0,0,normal__n128__seed20260824__unblocked_rank1__gp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,1,1.00999999,6,completed,7.961499,7.96208000183,full_fp64,0.00720929978565,5.32544378698,1.0087890625,0,124,0,0,0,8,3,0,0,0,0,0,normal__n128__seed20260824__unblocked_rank1__gp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,2,1.00999999,6,completed,7.883717,7.88303995132,full_fp64,0.00720929978565,5.32544378698,1.0087890625,0,124,0,0,0,8,3,0,0,0,0,0,normal__n128__seed20260824__unblocked_rank1__gp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,0,1.00999999,6,completed,7.727878,7.72764778137,full_fp64,0.00667995491576,6.97210481826,0.998046875,0,119,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260824__unblocked_rank1__pp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,1,1.00999999,6,completed,7.715938,7.71526384354,full_fp64,0.00667995491576,6.97210481826,0.998046875,0,119,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260824__unblocked_rank1__pp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,2,1.00999999,6,completed,7.7849,7.78467178345,full_fp64,0.00667995491576,6.97210481826,0.998046875,0,119,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260824__unblocked_rank1__pp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,0,1.00999999,6,completed,10.729795,10.7291841507,full_fp64,0.00470839409332,3.0989010989,0.99853515625,0,125,71,0,0,0,0,0,0,0,211,0,normal__n128__seed20260824__unblocked_rank1__rp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,1,1.00999999,6,completed,10.744224,10.7440643311,full_fp64,0.00470839409332,3.0989010989,0.99853515625,0,125,71,0,0,0,0,0,0,0,211,0,normal__n128__seed20260824__unblocked_rank1__rp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,2,1.00999999,6,completed,10.842092,10.8418884277,full_fp64,0.00470839409332,3.0989010989,0.99853515625,0,125,71,0,0,0,0,0,0,0,211,0,normal__n128__seed20260824__unblocked_rank1__rp/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,0,1.00999999,6,completed,11.959049,11.9586877823,full_fp64,0.00860874197388,4.15553677092,0.99267578125,0,126,71,0,0,0,0,56,58,13,0,0,normal__n128__seed20260824__unblocked_rank1__scap/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,1,1.00999999,6,completed,11.573971,11.5741443634,full_fp64,0.00860874197388,4.15553677092,0.99267578125,0,126,71,0,0,0,0,56,58,13,0,0,normal__n128__seed20260824__unblocked_rank1__scap/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,2,1.00999999,6,completed,10.611945,10.6114244461,full_fp64,0.00860874197388,4.15553677092,0.99267578125,0,126,71,0,0,0,0,56,58,13,0,0,normal__n128__seed20260824__unblocked_rank1__scap/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,0,1.00999999,6,completed,7.822087,7.82153606415,full_fp64,0.00645175548499,5.51141166526,1.423828125,0,125,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260824__unblocked_rank1__scpp/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,1,1.00999999,6,completed,7.857111,7.85712003708,full_fp64,0.00645175548499,5.51141166526,1.423828125,0,125,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260824__unblocked_rank1__scpp/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,normal,128,20260824,258ed57710168394,2,1.00999999,6,completed,7.789895,7.78931188583,full_fp64,0.00645175548499,5.51141166526,1.423828125,0,125,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260824__unblocked_rank1__scpp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,0,1.00999999,6,completed,12.073727,12.0736322403,full_fp64,0.00540128421608,2.94290976059,0.998046875,0,121,118,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__blocked_panel_local__cp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,1,1.00999999,6,completed,11.965461,11.9645757675,full_fp64,0.00540128421608,2.94290976059,0.998046875,0,121,118,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__blocked_panel_local__cp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,2,1.00999999,6,completed,11.867611,11.8671684265,full_fp64,0.00540128421608,2.94290976059,0.998046875,0,121,118,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__blocked_panel_local__cp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,0,1.00999999,6,completed,8.974355,8.973279953,full_fp64,0.00552320260808,4.70718232044,0.98486328125,0,119,8,8,0,0,0,0,0,0,0,0,normal__n128__seed20260825__blocked_panel_local__dp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,1,1.00999999,6,completed,8.863297,8.8626241684,full_fp64,0.00552320260808,4.70718232044,0.98486328125,0,119,8,8,0,0,0,0,0,0,0,0,normal__n128__seed20260825__blocked_panel_local__dp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,2,1.00999999,6,completed,8.897875,8.89692783356,full_fp64,0.00552320260808,4.70718232044,0.98486328125,0,119,8,8,0,0,0,0,0,0,0,0,normal__n128__seed20260825__blocked_panel_local__dp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,0,1.00999999,6,completed,8.765287,8.76438426971,full_fp64,0.00649311792785,4.99815837937,1.0078125,0,122,0,0,0,7,3,0,0,0,0,0,normal__n128__seed20260825__blocked_panel_local__gp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,1,1.00999999,6,completed,8.872185,8.8719997406,full_fp64,0.00649311792785,4.99815837937,1.0078125,0,122,0,0,0,7,3,0,0,0,0,0,normal__n128__seed20260825__blocked_panel_local__gp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,2,1.00999999,6,completed,8.975319,8.97516822815,full_fp64,0.00649311792785,4.99815837937,1.0078125,0,122,0,0,0,7,3,0,0,0,0,0,normal__n128__seed20260825__blocked_panel_local__gp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,0,1.00999999,6,completed,8.702394,8.70214366913,full_fp64,0.00673044759705,4.35359116022,0.9990234375,0,116,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__blocked_panel_local__pp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,1,1.00999999,6,completed,8.720098,8.71984004974,full_fp64,0.00673044759705,4.35359116022,0.9990234375,0,116,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__blocked_panel_local__pp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,2,1.00999999,6,completed,8.738075,8.73740768433,full_fp64,0.00673044759705,4.35359116022,0.9990234375,0,116,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__blocked_panel_local__pp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,0,1.00999999,6,completed,11.613614,11.6134395599,full_fp64,0.00548613543449,4.13996316759,0.9951171875,0,122,70,0,0,0,0,0,0,0,206,0,normal__n128__seed20260825__blocked_panel_local__rp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,1,1.00999999,6,completed,11.629653,11.6295042038,full_fp64,0.00548613543449,4.13996316759,0.9951171875,0,122,70,0,0,0,0,0,0,0,206,0,normal__n128__seed20260825__blocked_panel_local__rp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,2,1.00999999,6,completed,11.580455,11.5796480179,full_fp64,0.00548613543449,4.13996316759,0.9951171875,0,122,70,0,0,0,0,0,0,0,206,0,normal__n128__seed20260825__blocked_panel_local__rp/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,0,1.00999999,6,completed,11.051793,11.0510396957,full_fp64,0.00737699992529,4.97237569061,0.9990234375,0,122,75,0,0,0,0,52,49,26,0,0,normal__n128__seed20260825__blocked_panel_local__scap/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,1,1.00999999,6,completed,11.351517,11.3512639999,full_fp64,0.00737699992529,4.97237569061,0.9990234375,0,122,75,0,0,0,0,52,49,26,0,0,normal__n128__seed20260825__blocked_panel_local__scap/runs.csv,replicated,3,1
ScaP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,2,1.00999999,6,completed,11.291899,11.2912960052,full_fp64,0.00737699992529,4.97237569061,0.9990234375,0,122,75,0,0,0,0,52,49,26,0,0,normal__n128__seed20260825__blocked_panel_local__scap/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,0,1.00999999,6,completed,8.77166,8.77100753784,full_fp64,0.00683027472944,7.16758747698,1.4541015625,0,125,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__blocked_panel_local__scpp/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,1,1.00999999,6,completed,8.736734,8.73616027832,full_fp64,0.00683027472944,7.16758747698,1.4541015625,0,125,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__blocked_panel_local__scpp/runs.csv,replicated,3,1
ScPP,blocked_panel_local,64,normal,128,20260825,90339550cf20e3d7,2,1.00999999,6,completed,8.809466,8.8090877533,full_fp64,0.00683027472944,7.16758747698,1.4541015625,0,125,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__blocked_panel_local__scpp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,0,1.00999999,6,completed,11.97556,11.9752960205,full_fp64,0.00438163052167,2.6832412523,0.99755859375,0,125,120,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__unblocked_rank1__cp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,1,1.00999999,6,completed,11.970225,11.9702720642,full_fp64,0.00438163052167,2.6832412523,0.99755859375,0,125,120,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__unblocked_rank1__cp/runs.csv,replicated,3,1
CP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,2,1.00999999,6,completed,11.928927,11.9288959503,full_fp64,0.00438163052167,2.6832412523,0.99755859375,0,125,120,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__unblocked_rank1__cp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,0,1.00999999,6,completed,7.95775,7.95772790909,full_fp64,0.00552320260808,4.70718232044,0.98486328125,0,119,8,8,0,0,0,0,0,0,0,0,normal__n128__seed20260825__unblocked_rank1__dp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,1,1.00999999,6,completed,7.944096,7.94505596161,full_fp64,0.00552320260808,4.70718232044,0.98486328125,0,119,8,8,0,0,0,0,0,0,0,0,normal__n128__seed20260825__unblocked_rank1__dp/runs.csv,replicated,3,1
DP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,2,1.00999999,6,completed,8.019766,8.01843166351,full_fp64,0.00552320260808,4.70718232044,0.98486328125,0,119,8,8,0,0,0,0,0,0,0,0,normal__n128__seed20260825__unblocked_rank1__dp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,0,1.00999999,6,completed,7.889295,7.89606380463,full_fp64,0.00649311792785,4.99815837937,1.0078125,0,122,0,0,0,7,3,0,0,0,0,0,normal__n128__seed20260825__unblocked_rank1__gp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,1,1.00999999,6,completed,7.97559,7.97475194931,full_fp64,0.00649311792785,4.99815837937,1.0078125,0,122,0,0,0,7,3,0,0,0,0,0,normal__n128__seed20260825__unblocked_rank1__gp/runs.csv,replicated,3,1
GP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,2,1.00999999,6,completed,7.84903,7.84857606888,full_fp64,0.00649311792785,4.99815837937,1.0078125,0,122,0,0,0,7,3,0,0,0,0,0,normal__n128__seed20260825__unblocked_rank1__gp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,0,1.00999999,6,completed,7.835284,7.83455991745,full_fp64,0.00673044759705,4.93186003683,0.9990234375,0,116,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__unblocked_rank1__pp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,1,1.00999999,6,completed,7.809394,7.80851221085,full_fp64,0.00673044759705,4.93186003683,0.9990234375,0,116,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__unblocked_rank1__pp/runs.csv,replicated,3,1
PP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,2,1.00999999,6,completed,7.861948,7.86108779907,full_fp64,0.00673044759705,4.93186003683,0.9990234375,0,116,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__unblocked_rank1__pp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,0,1.00999999,6,completed,13.111845,13.1112318039,full_fp64,0.00591527822927,3.83425414365,0.9990234375,0,123,87,0,0,0,0,0,0,0,226,0,normal__n128__seed20260825__unblocked_rank1__rp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,1,1.00999999,6,completed,13.075581,13.0746240616,full_fp64,0.00591527822927,3.83425414365,0.9990234375,0,123,87,0,0,0,0,0,0,0,226,0,normal__n128__seed20260825__unblocked_rank1__rp/runs.csv,replicated,3,1
RP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,2,1.00999999,6,completed,13.096844,13.0962562561,full_fp64,0.00591527822927,3.83425414365,0.9990234375,0,123,87,0,0,0,0,0,0,0,226,0,normal__n128__seed20260825__unblocked_rank1__rp/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,0,1.00999999,6,completed,10.297651,10.2973442078,full_fp64,0.00562311096964,4.42357274401,0.99658203125,0,125,73,0,0,0,0,54,51,22,0,0,normal__n128__seed20260825__unblocked_rank1__scap/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,1,1.00999999,6,completed,10.333577,10.3332157135,full_fp64,0.00562311096964,4.42357274401,0.99658203125,0,125,73,0,0,0,0,54,51,22,0,0,normal__n128__seed20260825__unblocked_rank1__scap/runs.csv,replicated,3,1
ScaP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,2,1.00999999,6,completed,10.235153,10.2344961166,full_fp64,0.00562311096964,4.42357274401,0.99658203125,0,125,73,0,0,0,0,54,51,22,0,0,normal__n128__seed20260825__unblocked_rank1__scap/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,0,1.00999999,6,completed,8.003807,8.00246429443,full_fp64,0.00683027472944,7.16758747698,1.4541015625,0,125,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__unblocked_rank1__scpp/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,1,1.00999999,6,completed,7.816525,7.81635189056,full_fp64,0.00683027472944,7.16758747698,1.4541015625,0,125,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__unblocked_rank1__scpp/runs.csv,replicated,3,1
ScPP,unblocked_rank1,1,normal,128,20260825,90339550cf20e3d7,2,1.00999999,6,completed,7.953281,7.95238399506,full_fp64,0.00683027472944,7.16758747698,1.4541015625,0,125,0,0,0,0,0,0,0,0,0,0,normal__n128__seed20260825__unblocked_rank1__scpp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,normal,2048,20260823,46c35bcd85752ff2,0,1.00999999,6,completed,5835.995627,5836.0390625,sampled_fp64_32x32,0.0360323765396,18.5084745763,1,0,2037,1889,0,0,0,0,0,0,0,0,0,normal__n2048__seed20260823__blocked_panel_local__cp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,normal,2048,20260823,46c35bcd85752ff2,1,1.00999999,6,completed,5916.441208,5916.484375,sampled_fp64_32x32,0.0360323765396,18.5084745763,1,0,2037,1889,0,0,0,0,0,0,0,0,0,normal__n2048__seed20260823__blocked_panel_local__cp/runs.csv,replicated,3,1
CP,blocked_panel_local,64,normal,2048,20260823,46c35bcd85752ff2,2,1.00999999,6,completed,5913.023374,5913.06738281,sampled_fp64_32x32,0.0360323765396,18.5084745763,1,0,2037,1889,0,0,0,0,0,0,0,0,0,normal__n2048__seed20260823__blocked_panel_local__cp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,normal,2048,20260823,46c35bcd85752ff2,0,1.00999999,6,completed,202.300379,202.301345825,sampled_fp64_32x32,0.0534317614909,23.4350282486,0.998046875,0,2041,223,223,2,0,0,0,0,0,0,0,normal__n2048__seed20260823__blocked_panel_local__dp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,normal,2048,20260823,46c35bcd85752ff2,1,1.00999999,6,completed,201.688019,201.687973022,sampled_fp64_32x32,0.0534317614909,23.4350282486,0.998046875,0,2041,223,223,2,0,0,0,0,0,0,0,normal__n2048__seed20260823__blocked_panel_local__dp/runs.csv,replicated,3,1
DP,blocked_panel_local,64,normal,2048,20260823,46c35bcd85752ff2,2,1.00999999,6,completed,201.849809,201.851226807,sampled_fp64_32x32,0.0534317614909,23.4350282486,0.998046875,0,2041,223,223,2,0,0,0,0,0,0,0,normal__n2048__seed20260823__blocked_panel_local__dp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,normal,2048,20260823,46c35bcd85752ff2,0,1.00999999,6,completed,200.369511,200.370849609,sampled_fp64_32x32,0.0596156785805,28.0451977401,1.009765625,0,2037,0,0,0,195,91,0,0,0,0,0,normal__n2048__seed20260823__blocked_panel_local__gp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,normal,2048,20260823,46c35bcd85752ff2,1,1.00999999,6,completed,200.215139,200.215774536,sampled_fp64_32x32,0.0596156785805,28.0451977401,1.009765625,0,2037,0,0,0,195,91,0,0,0,0,0,normal__n2048__seed20260823__blocked_panel_local__gp/runs.csv,replicated,3,1
GP,blocked_panel_local,64,normal,2048,20260823,46c35bcd85752ff2,2,1.00999999,6,completed,200.867811,200.868545532,sampled_fp64_32x32,0.0596156785805,28.0451977401,1.009765625,0,2037,0,0,0,195,91,0,0,0,0,0,normal__n2048__seed20260823__blocked_panel_local__gp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,normal,2048,20260823,46c35bcd85752ff2,0,1.00999999,6,completed,187.152331,187.153182983,sampled_fp64_32x32,0.0457389305121,26.0564971751,1,0,2042,0,0,0,0,0,0,0,0,0,0,normal__n2048__seed20260823__blocked_panel_local__pp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,normal,2048,20260823,46c35bcd85752ff2,1,1.00999999,6,completed,186.829613,186.83001709,sampled_fp64_32x32,0.0457389305121,26.0564971751,1,0,2042,0,0,0,0,0,0,0,0,0,0,normal__n2048__seed20260823__blocked_panel_local__pp/runs.csv,replicated,3,1
PP,blocked_panel_local,64,normal,2048,20260823,46c35bcd85752ff2,2,1.00999999,6,completed,187.006036,187.00668335,sampled_fp64_32x32,0.0457389305121,26.0564971751,1,0,2042,0,0,0,0,0,0,0,0,0,0,normal__n2048__seed20260823__blocked_panel_local__pp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,normal,2048,20260823,46c35bcd85752ff2,0,1.00999999,6,completed,217.778284,217.779129028,sampled_fp64_32x32,0.0690706959262,19.3898305085,1,0,2040,531,0,0,0,0,0,0,0,2628,0,normal__n2048__seed20260823__blocked_panel_local__rp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,normal,2048,20260823,46c35bcd85752ff2,1,1.00999999,6,completed,217.329437,217.329849243,sampled_fp64_32x32,0.0690706959262,19.3898305085,1,0,2040,531,0,0,0,0,0,0,0,2628,0,normal__n2048__seed20260823__blocked_panel_local__rp/runs.csv,replicated,3,1
RP,blocked_panel_local,64,normal,2048,20260823,46c35bcd85752ff2,2,1.00999999,6,completed,217.541458,217.541915894,sampled_fp64_32x32,0.0690706959262,19.3898305085,1,0,2040,531,0,0,0,0,0,0,0,2628,0,normal__n2048__seed20260823__blocked_panel_local__rp/runs.csv,replicated,3,1
